FieldName,subCtx,ctx,context,BridgeContext SVGImageElementBridge createSubBridgeContext ctx imgDocument SVGOMDocument node build ctx
ParameterName,resourceURL,url,uniform resource locator,This method throws a SecurityException if the resource found at url and referenced from docURL should not be loaded This is a convenience method to call checkLoadExternalResource on the ExternalResourceSecurity strategy returned by getExternalResourceSecurity param resourceURL url for the resource as defined inthe resource s xlink href attribute If that attribute was empty then this parameter should be null param docURL url for the document into which the resource was found;ParsedURL s getExternalResourceSecurity resourceURL checkLoadExternalResource
FieldName,sl,sl,segment list,SegmentList FlowRegions s sr SegmentList getBelow
VariableName,tmpImg,img,image,BufferedImage MacRenderer workImg currImg repaint
VariableName,segB,b,bounds,Rectangle2D SegmentList getBounds2D seg getBounds2D
VariableName,sr,sr,soft reference,SoftReference FunctionRemoveProxy EventTargetWrapper get SoftReference listenerMap el args call
VariableName,valLen,len,length,int CSSClassCondition length val i match
VariableName,targetElt,elt,element,SVGOMElement SVGLocatableSupport tat element SVGOMElement getAffineTransform getTransformToElement
VariableName,tInv,inv,inverse,Get all the components of the inverse transform matrix;AffineTransform MultipleGradientPaintContext t createInverse MultipleGradientPaintContext
ParameterName,trans2,trans,transform,Renders a link RenderableImage applying a transform from image space into user space before drawing The transformation from user space into device space is done with the current code Transform code in the code Graphics D code The specified transformation is applied to the image before the transform attribute in the code Graphics D code context is applied The rendering attributes applied include the code Clip code code Transform code and code Composite code attributes Note that no rendering is done if the specified transform is noninvertible p Rendering hints set on the code Graphics D code object might be used in rendering the code RenderableImage code If explicit control is required over specific hints recognized by a specific code RenderableImage code or if knowledge of which hints are used is required then a code RenderedImage code should be obtained directly from the code RenderableImage code and rendered using link drawRenderedImage RenderedImage AffineTransform param img the image to be rendered param trans the transformation from image space into user space see setTransform AffineTransform see setComposite java awt Composite see setClip Shape see drawRenderedImage;AffineTransform xform drawRenderableImage
VariableName,ure,ure,URL registry entry,URLRegistryEntry ImageTagRegistry ret re URLRegistryEntry readURL
VariableName,prevCls,cls,class,byte TextLineBreaks curCls cls prevPrevCls getCharCharClass ch findLineBrk
VariableName,userStylesheetURL,url,uniform resource identifier,String SVGConverter userStylesheet toString ParsedURL userDir computeTranscodingHints
MethodName,toStringRep,rep,representation,Returns a string representation of this object;String AnimatableRectValue
ClassName,XmlWriter,xml,extensible markup language,SVGConstants CSSConstants XMLConstants writeXml writeDocumentHeader writeXml writeChildrenXml writeXml writeXml writeXml writeXml writeChildrenXml writeXml writeXml java2std writeXml TAG_END EOL SPACES_LEN TAG_START SPACES Writes a Node as text output Package access This is not a full Xml printout implementation It only covers what is needed by the Graphics D class The code for this class draws heavily from the work done for Sun s Project X by David Brownell author a href mailto vincent hardy eng sun com Vincent Hardy a version Id XmlWriter java Z gadams;
VariableName,w,w,width,double TileRable8Bit tiledWidth tileWidth min realTileRect Math getActualTileBounds
VariableName,vOrient,v,vertical,Integer GlyphLayout Integer aci getAttribute VERTICAL_ORIENTATION isGlyphOrientationAuto
ParameterName,params,params,parameters,Creates a new AnimationException param e the animation element on which the error occurred param code the error code param params the parameters to use for the error message;Object[] params AnimationException
ClassName,XPathExpr,expr,expression,XPathExpression convertNumber convertSingleNode convertNodeIterator evaluate convertString XPathExpr convertBoolean resolver prefixResolver context xpath A compiled XPath expression;
FieldName,rasterCM,cm,color model,System out println Tile was null ColorModel for the Rasters created by this Paint;ColorModel PatternPaintContext tiled getRGBdefault isAlphaPremultiplied getColorModel coerceColorModel ColorModel raster wr rasterCM destCM GraphicsUtil wrap coerceColorModel coerceData newAlphaPreMult cm ri
VariableName,urlPC,pc,permission collection,PermissionCollection DocumentJarClassLoader pc getPermissions documentCodeSource items getPermissions
VariableName,styleAttrBuffer,attr,attribute,System out println Setting style attribute on node styleAttrBuffer toString trim;StringBuffer SVGCSSStyler StringBuffer style
FieldName,theCtx,ctx,context,BridgeContext SVGDescriptiveElementBridge ua ctx ua ua
VariableName,urlObj,obj,object,URL DOMViewer Panel NodeTemplateParser getURLObject document uri SVGOMDocument actionPerformed
VariableName,svgCtx,ctx,context,SVGContext SVGTextElementBridge getSVGContext elem txtBridge childCtx SVGOMElement getTextIntersection
FieldName,srcElems,elems,element,Element[] MultiResGraphicsNode length Element i gn srcElems build e
ParameterName,stitchInfo,info,information,This is the heart of the turbulence calculation It returns turbFunctionResult as defined in the spec param rgb array for the four color components param pointX x coordinate of the point to process param pointY y coordinate of the point to process param fSum array used to avoid reallocating double array for each pixel param noise array used to avoid reallocating double array foreach pixel param stitchInfo The stitching information for the noise function;StitchInfo noise2Stitch stitchInfo turbulenceFractalStitch si
VariableName,reg,reg,registry,ImageTagRegistry CursorManager ImageTagRegistry getRegistry filter cursorHrefToFilter
VariableName,sw,sw,string writer,StringWriter SVGTranscoder r StringWriter writeDocument w transcode
VariableName,prevSegType,seg,segment,int MarkerShapePainter iter currentSegment currSegType prev createMiddleMarker prevSegType buildMiddleMarkerProxies
MethodName,printXMLDecl,xml,extensible markup language,Prints an XML declaration;void OutputManager encodingDelim space5 standaloneDelim space1 space3 space7 space4 space8 space10 version versionDelim standalone space9 space6 encoding space2
FieldName,XTS_NAMESPACE_URI,uri,uniform resource identifier,String XTSConstants
VariableName,sRGBCompCM,comp,component,Now convert the image to sRGB;ComponentColorModel ProfileRed CS_sRGB OPAQUE ComponentColorModel ColorSpace Transparency sRGBImage getInstance TRANSLUCENT TYPE_BYTE wr DataBuffer copyData
VariableName,srcPix,pix,pixels,int[] MultiplyCompositeContext SVGComposite w src sp dstM srcPix x dstPix getPixels y precompose
FieldName,rangeAdv,adv,advance,double[] LineInfo sz rangeAdvance rAdv ladv numRanges
ParameterName,ww,ww,window wrapper,Creates a wrapper;WindowWrapper windowWrapper GetURLFunctionWrapper
VariableName,v4,v,value,Value EnableBackgroundManager sm idx pseudo engine computeValue elt lv4 append v computeValue
ParameterName,srcCM,cm,color model,ColorModel OutCompositeContext_INT_PACK
VariableName,ulOffset,ul,underline,float SVGGVTFont scale lineMetrics getUnderlinePosition fontFace getLineMetrics
ParameterName,vertAlign,vert,vertical,get the vertical Alignment value for the text;int getVerticalAlignmentValue currentVertAlign
VariableName,tileRect,rect,rectangle,Get the tile rectangle in user space;Rectangle2D TileRable8Bit tileHeight Rectangle2D tileRegion clone tileWidth realTileRect getActualTileBounds
FieldName,theElt,elt,element,Element SVGDescriptiveElementBridge e getBlockHeight handleElement getBlockWidth elt elt elt
VariableName,srcCS,cs,color space,ColorSpace ColorMatrixRed srcCM getColorSpace ColorMatrixRed
ParameterName,thisObj,obj,object,Calls link Callable call Context Scriptable Scriptable Object of code callable code under restricted security domain where an action is allowed only if it is allowed according to the Java stack on the moment of the code callWithDomain code call and code securityDomain code Any call to link getDynamicSecurityDomain Object during execution of link Callable call Context Scriptable Scriptable Object should return a domain incorporate restrictions imposed by code securityDomain code;Scriptable execAction callWithDomain
VariableName,srcWR,wr,writable raster,WritableRaster ComponentTransferRed wr createWritableTranslatedChild copyData
FieldName,rq,rq,runnable queue,RunnableQueue TPRable rq
MethodName,WordInfo,info,information,WordInfo index descent lineHeight ascent glyphGroups
VariableName,tmpH,h,height,double AbstractGraphicsNode bounds getWidth getHeight EPSILON normalizeRectangle
VariableName,tileRc,rc,render context,RenderedImage tileRed new DemandRed source tileRc;RenderContext TileRable8Bit rh RenderContext tileRed srcRect tileAt createRendering
FieldName,vpH,h,height,int AbstractWMFReader is bottom readShort height height scaleXY
MethodName,printXMLDecl,decl,declaration,Prints the XML declaration;void PrettyPrinter
MethodName,setConfig,config,configuration,Lets derived classes set the configuration parameters for this test;void TestReportValidator expectedStatus test expectedErrorCode
VariableName,xOrig,orig,origin,Update offset for new line based on last line length;float FlowExtGlyphLayout origin pos lineAdv x getX layoutChunk
ClassName,SVGOMTRefElement,ref,reference,SVGTRefElement SVGURIReferenceTextPositioningElement AbstractElement AbstractNode Element EventTarget AbstractElement SVGURIReference CSSNavigableNode XBLManagerData ExtendedNode TraitAccess SVGOMTextPositioningElement AbstractParentChildNode SVGElement SVGConstants SVGTextPositioningElement SVGStylableElement XMLConstants AbstractParentNode NodeEventTarget NodeXBL CSSStylableElement SVGOMElement Serializable CSSConstants Node ExtendedTraitAccess AnimationTarget SVGOMTextContentElement ElementTraversal newNode getLocalName SVGOMTRefElement SVGOMTRefElement This class implements link SVGTRefElement author a href mailto stephane hillion org Stephane Hillion a version Id SVGOMTRefElement java Z gadams;
ParameterName,w,w,writer,Writes a node using the given writer;Writer writeDocument writeNode w w writeNode writer writer
VariableName,visRect,rect,rectangle,Rectangle JSVGComponent getRenderRect s invokeLater r renderGVTTree
VariableName,typeGTrans,trans,transform,int AWTGVTGlyphVector TYPE_GENERAL_TRANSFORM AffineTransform draw
VariableName,q,q,query,Query JSVGComponent BridgeUserAgentWrapper Query invokeAndWait r getPixelUnitToMillimeter
VariableName,vRect,rect,rectangle,Rectangle Listener JGVTComponent getRenderRect progressivePaintThread gvtRenderingStarted run run
ParameterName,rh,rh,rendering hints,param rh Set of rendering hints to use for future renderings;RenderingHints setRenderingHints
MethodName,runImplBasic,impl,implementation,Force implementations to only implement code runOp code and other performance specific methods;boolean PerformanceTest
MethodName,setVpW,w,width,Sets the viewport width;void RecordStore newValue
VariableName,tmpW,w,width,double AbstractGraphicsNode bounds getWidth getHeight EPSILON normalizeRectangle
VariableName,wheelEvt,evt,event,SVGOMWheelEvent Listener SVG12BridgeEventSupport createEvent SVGOMWheelEvent d mouseWheelMoved
VariableName,td,td,thread death,ThreadDeath Listener JGVTComponent progressivePaintThread gvtRenderingStarted run
VariableName,tk,tk,toolkit,Toolkit JDKRegistryEntry Toolkit img getDefaultToolkit t run handleURL
ParameterName,sp1,sp,space,Creates a new NameInfo;char[] space1 NameInfo
VariableName,ur,ur,unit resolver,UnitResolver UnitProcessor UnitResolver setLengthHandler svgToObjectBoundingBox value handler type svgToObjectBoundingBox
VariableName,rec,rec,record,XBLRecord DefaultXBLManager XblChildNodes prev getRecord n collectXblChildNodes
FieldName,yMax,max,maximum,short GlyfDescript read bais
VariableName,sp,sp,shape painter,ShapePainter ShapeNode fillShapePainter i strokeShapePainter getShapePainter cp inSensitiveArea
FieldName,prevValue,prev,previous,The previous attribute value;String AttributeRemovedCommand prevAttributeValue
VariableName,toPt,pt,point,AnimatableMotionPointValue MotionAnimation to AnimatableMotionPointValue lineTo x y MotionAnimation
VariableName,wt,wt,wait time,long DebugAnimationTickRunnable SVGAnimationEngine waitTime getWaitTime
VariableName,viewportPos,pos,position,Right Up Left Down;Point DOMDocumentTree viewport getViewPosition autoscroll
VariableName,zr,zr,zero recter,ZeroRecter CompositeRed PadRed ZeroRecter wr getZeroRecter emptyRect
MethodName,setMaxWidth,max,maximum,If less than or equal to zero the maximum width does not have any effect on the output image The maximum width is in user space;void SVGConverter width
ParameterName,prefFileName,pref,preference,Creates a preference manager param prefFileName the name of the preference file;String PreferenceManager
FieldName,txfFunc,func,function,TransferFunction[] ComponentTransferRable8Bit i TransferFunction txfFunc
VariableName,prevPos,pos,position,Point2D GlyphLayout px py getGlyphPosition gv gpos dx dy x gpos y doSpacing
VariableName,te,te,timed element,TimedElement TimeContainer it TimedElement next setRoot e setRoot
ClassName,ShadowNodeInfo,info,information,NodeInfo ShadowNodeInfo toString To store the node information for a shadow tree;
VariableName,ras,ras,raster,Raster TileGrid source minTileX retrieveRaster x minTileY item y genTile setRaster ras getTile
VariableName,textGC,gc,graphic context,SVGGraphicContext SVGGraphics2D gc deltaGC domTreeManager toSVG getGraphicContextConverter processDeltaGC referenceGc drawString
VariableName,secEx,sec,security,SecurityException SVGImageElementBridge createImageGraphicsNode
MethodName,setNumOctaves,num,number,Sets the number of octaves for the noise function param numOctaves The new number of octaves for the noise function;void TurbulenceRable numOctaves
VariableName,txtTxf,txt,text,AffineTransform SVGGraphics2D x y transformText drawString
FieldName,weakRef,ref,reference,A Weak Reference to this;WeakReference AbstractGraphicsNode WeakReference
ClassName,TransitionComp,comp,comparator,Comparator equals TransitionComp compare COMP
ParameterName,srcStr,src,source,Checks if same as source described by srcStr;String isSameAs getPath outputFile
VariableName,st,st,string tokenizer,StringTokenizer SVGUtilities sl StringTokenizer s matchUserAgent
VariableName,semiIdx,idx,index,int SAXSVGDocumentFactory idx eqIdx contentType indexOf createDocument
VariableName,xStr,str,string,x attribute default is;String SVGUtilities SVG_X_ATTRIBUTE getAttributeNS SVG_MASK_X_DEFAULT_VALUE maskElement convertRegion xStr convertMaskRegion
VariableName,sci,sci,string character iterator,StringCharacterIterator SVGGVTFont StringCharacterIterator str getLineMetrics ci getLineMetrics
VariableName,sb,sb,string buffer,Chop up the string into character lines;StringBuffer SVGFont StringBuffer chopUpStringBuffer sb getGlyphAsSVG
MethodName,runOp,op,operation,Runs the tested operation;void PerformanceTest
VariableName,p3,p,point,Point2D SVGGVTGlyphVector glyphBounds Double Point2D getMaxY getMinX computeGlyphLogicalBounds
ClassName,SVGOMFEFuncRElement,func,function,SVGOMComponentTransferFunctionElement SVGFEFuncRElement SVGComponentTransferFunctionElement AbstractElement NodeEventTarget AbstractNode Element NodeXBL EventTarget AbstractElement SVGOMElement CSSNavigableNode XBLManagerData ExtendedNode Serializable TraitAccess CSSConstants Node AbstractParentChildNode SVGElement ExtendedTraitAccess SVGConstants AnimationTarget ElementTraversal XMLConstants AbstractParentNode newNode SVGOMFEFuncRElement SVGOMFEFuncRElement getLocalName This class implements link SVGFEFuncRElement author a href mailto stephane hillion org Stephane Hillion a version Id SVGOMFEFuncRElement java Z gadams;
VariableName,textEvt,evt,event,DOMTextEvent Listener SVG12BridgeEventSupport createEvent DOMTextEvent d dispatchTextEvent
ParameterName,str,str,string,Draws the text given by the specified string using this graphics context s current font and color The baseline of the first character is at position i x i nbsp i y i in this graphics context s coordinate system param str the string to be drawn param x the i x i coordinate param y the i y i coordinate see java awt Graphics drawBytes see java awt Graphics drawChars;String drawString
VariableName,txtElem,elem,element,Element SVGTextElementBridge e txtBridge getTextBounds
MethodName,setURLObject,url,uniform resource locator,Sets the URI of the document;void SVGOMDocument url
VariableName,tbf,tbf,tool bar factory,Create the toolbar;ToolBarFactory JSVGViewerFrame tb ToolBarFactory bundle JSVGViewerFrame
ParameterName,sp2,sp,space,Creates a new NameInfo;char[] space2 NameInfo
VariableName,versionDelim,delim,delimiter,char PrettyPrinter getStringDelimiter scanner printXMLDecl versionDelim printXMLDecl
VariableName,w,w,window,Window BaseScriptingEnvironment Window createWindow lang Window windowObjects get interp getWindow
VariableName,ti,ti,trait information,TraitInformation SVGOMElement get TraitInformation ln ns t isAttributeAnimatable
VariableName,ver,ver,version,String BridgeContext root SVG_VERSION_ATTRIBUTE SVGConstants getAttributeNS getBridgeExtensions
VariableName,pcInterp,interp,interpretation,short SVGAnimationEngine AnimatableLengthOrIdentFactory getPercentageInterpretation target pn createAnimatableValue
ParameterName,val,val,value,String value NewlineValue
ClassName,UTF8DecoderFactory,utf,unicode transformation format,CharDecoderFactory createCharDecoder To create a UTF Decoder;
FieldName,SPACES_LEN,len,length,int XmlWriter length temp SPACES
VariableName,sm,sm,sample model,bands lum Band No color conversion;SampleModel Any2LumRed src getSampleModel fixColorModel
ParameterName,segType,seg,segment,Creates a new PathSegment with the specified parameters param segType The segment type param x The x coordinate param y The y coordinate param len The segment length param idx The index of the original path segment this flattenedsegment is a part of;int segType PathSegment
VariableName,weightNum,num,number,int SVGFontUtilities Integer nextToken parseInt st difference getFontFamily
MethodName,updateTileGridInfo,info,information,This function computes all the basic information about the tile grid based on the data stored in sm and tileGridX YOff It is responsible for updating tileWidth tileHeight minTileX Y and numX YTiles;void AbstractRed
ParameterName,rb,rb,resource bundle,Creates a new menu factory param rb the resource bundle that contains the menu bardescription param am the actions to add to menu items;ResourceBundle MenuFactory
VariableName,srcBI,bi,buffered image,BufferedImage MorphologyRable8Bit isAlphaPremultiplied destBI BufferedImage wr cm filter src createRendering
VariableName,origEvt,evt,event,AbstractEvent EventSupport getOriginalEvent e AbstractEvent getUltimateOriginalEvent
VariableName,srcImg,img,image,BufferedImage ProfileRed isAlphaPremultiplied BufferedImage srcWR imgCM createWritableTranslatedChild copyData
VariableName,sspi,sspi,single segment path iterator,SingleSegmentPathIterator PathLength SingleSegmentPathIterator fpi initialise
MethodName,setVpH,h,height,Sets the viewport height;void RecordStore newValue
VariableName,ri,ri,rendered image,RenderedImage JDKRegistryEntry img filt dr t loadImage wrap ri run handleURL
VariableName,underlinePosStr,pos,position,underline position;String SVGFontFaceElementBridge String fontFaceElement SVG_UNDERLINE_POSITION_ATTRIBUTE valueOf unitsPerEm getAttributeNS underlinePos convertSVGNumber s createFontFace
VariableName,s,s,selector,AbstractDescendantSelector AbstractDescendantSelector obj AbstractDescendantSelector equals
VariableName,patternDesc,desc,descriptor,Reuse definition if pattern has already been converted;SVGPaintDescriptor SVGTexturePaint SVGPaintDescriptor texture SVG_OPAQUE_VALUE get descMap patternDef patternAttrBuf toSVG
VariableName,prevF,f,font,Font family changed;GVTFont StrokingTextPainter fontFamily deriveFont defaultFont aci fontSize createModifiedACIForFontMatching
VariableName,urlObj,url,uniform resource locator,URL DOMViewer Panel NodeTemplateParser getURLObject document uri SVGOMDocument actionPerformed
ParameterName,simpleDur,dur,duration,Invoked to indicate that this timed element has been sampled at the given time param simpleTime the sample time in local simple time param simpleDur the simple duration of the element param repeatIteration the repeat iteration during which the elementwas sampled;float sampledAt simpleDur sampledAt
VariableName,sce,sce,stream corrupted exception,StreamCorruptedException ImageTagRegistry readURL
VariableName,rect,rect,rectangle,Rectangle SimpleRenderedImage getWidth Rectangle getMinX getHeight getMinY getData bounds getData
VariableName,tfs,tfs,transfer function,System out println Slope Intercept slope intercept;TransferFunction[] BatikHistogramNormalizationFilter8Bit tf bands TransferFunction createRendering
VariableName,vh,vh,view handler,ViewHandler ViewBox ViewHandler meet viewElement vb align setFragmentIdentifierHandler handler getViewTransform
ParameterName,usr2dev,dev,device,Creates a new GVTTreeRenderer param r The renderer to use to paint param usr dev The user to device transform param dbuffer Whether the double buffering should be enabled param aoi The area of interest in the renderer space units param width The offscreen buffer width param height The offscreen buffer height;AffineTransform user2DeviceTransform GVTTreeRenderer
VariableName,urlC,c,connection,allow interpretation of content in the HTTP error response;URLConnection ParsedURLData openConnection url postConnectionURL stream contentEncoding contentType openStreamInternal
VariableName,seqStream,seq,sequence,Parse prior IDAT chunks;InputStream PNGRed Collections infStream enumeration SequenceInputStream streamVec parse_IEND_chunk
VariableName,scrnTrans,scrn,screen,AffineTransform SVGOMSVGElement getScreenTransform getX getCurrentTranslate
VariableName,wr2,wr,writable raster,WritableRaster BufferedImageCachableRed getMinY getMinX getMinX wr getMinY createWritableTranslatedChild copyData dst copyData
VariableName,srcG,g,graphic,SourceGraphic SourceAlpha;Filter AbstractSVGFilterPrimitiveElementBridge Filter get SVG_SOURCE_GRAPHIC_VALUE source filterRegion filterMap getFilterSource
VariableName,tR,r,rectangle,Rectangle GraphicsUtil th yloc xloc Rectangle tw drawImage
ParameterName,pseudoElt,elt,element,b DOM b Implements link org w c dom css ViewCSS getComputedStyle Element String;String getComputedStyle
VariableName,titleE,e,element,Element JSVGComponent BridgeUserAgent SVG_NAMESPACE_URI doc createElementNS SVG_TITLE_TAG SVGConstants getBrokenLinkDocument
VariableName,scrnTrans,trans,transform,AffineTransform SVGOMSVGElement getScreenTransform getX getCurrentTranslate
MethodName,toHexString,hex,hexadecimal,String hex hex getGlyphAsSVG code
ParameterName,rightLegLen,len,length,double hullLen len subLength rightLegLen subLength rightLegLen midLen rightLegLen
VariableName,ze,ze,zip exception,ZipException ParsedURLData checkGZIP
VariableName,toNumList,num,number,AnimatableNumberListValue AnimatableNumberListValue canInterpolate baseValues newValue to AnimatableNumberListValue interpolate
MethodName,writeUTF,utf,unicode transformation format,void ChunkStream str
VariableName,pp,pp,pretty printer,PrettyPrinter SVGTranscoder PrettyPrinter prettyPrint
MethodName,setParam,param,parameter,Sets the current parameters to an instance of the ImageEncodeParam interface Concrete implementations of ImageEncoder may throw a RuntimeException if the params argument is not an instance of the appropriate subclass or subinterface For example a JPEGImageEncoder will expect param to be an instance of JPEGEncodeParam;void ImageEncoderImpl param
MethodName,readURL,url,uniform resource locator,First see if we can id the file as a Raster via magic number This is probably the fastest mechanism We tell the registry what the source purl is but we tell it not to open that url JDK readers can be checked;Filter ImageTagRegistry img img purl colorSpace is allowOpenStream returnBrokenLink
MethodName,xMinYMax,max,maximum,Invoked when xMinYMax has been parsed exception ParseException if an error occured while processingthe PreserveAspectRatio;void PreserveAspectRatioHandler
FieldName,sTypoDescender,s,short,short Os2Table readShort raf
VariableName,resScaleY,res,resolution,double FilterResRable8Bit imageRect resScale getHeight getFilterResolutionY getResRed
MethodName,setXmlVersion,xml,extensible markup language,b DOM b Implements link org w c dom Document setXmlVersion String;void AbstractDocument v
ParameterName,stdDevY,dev,deviation,Construct a blurred version of code src code by blurring with a gaussian kernel with standard Deviation of code stdDev code pixels param src The source image to blur param stdDevX The Standard Deviation of the Gaussian kernel in X param stdDevY The Standard Deviation of the Gaussian kernel in Y param rh Rendering hints;double dY stdDevY yinset surroundPixels stdDev GaussianBlurRed8Bit
MethodName,setPadRect,rect,rectangle,Set the current rectangle for padding param rect the new rectangle to use for pad;void PadRable8Bit rect
MethodName,toFormattedHTML,html,hyper text markup language,Converts line breaks to HTML breaks and encodes special entities Poor way of replacing and in content;String CanvasUserAgent toolTip formatMessage args str
ParameterName,pcl,pcl,property change listener,Removes the specified code PropertyChangeListener code param pcl the property change listener to remove;PropertyChangeListener removePropertyChangeListener
VariableName,withSrc,src,source,g d setComposite AlphaComposite SrcOver;int WMFPainter img getWidth paint
ParameterName,sel,sel,selector,Creates a new SiblingSelector object;Selector selector AbstractSiblingSelector
VariableName,vb,vb,view box,the additional transform that may appear on the URI viewBox;float[] ViewBox elt parseViewBoxAttribute viewBox transform viewBoxStr ctx vh getPreserveAspectRatioTransform vb getViewTransform
ParameterName,treeMgr,mgr,manager,Set a DOM Tree manager for the SVGGraphics D param treeMgr the new DOM Tree manager this SVGGraphics D should use;DOMTreeManager domTreeManager setDOMTreeManager
FieldName,ppc,ppc,pattern paint context,PatternPaintContext PatternPaintContextWrapper ppc
ParameterName,stdDevY,std,standard,Construct a blurred version of code src code by blurring with a gaussian kernel with standard Deviation of code stdDev code pixels param src The source image to blur param stdDevX The Standard Deviation of the Gaussian kernel in X param stdDevY The Standard Deviation of the Gaussian kernel in Y param rh Rendering hints;double dY stdDevY yinset surroundPixels stdDev GaussianBlurRed8Bit
VariableName,tmpSrcBI,bi,buffered image,Filter between the two image without alpha dividing out alpha if needed Create an image with that color model;BufferedImage ConvolveMatrixRable8Bit createCompatibleWritableRaster isAlphaPremultiplied getWidth getHeight BufferedImage cm tmpDstBI wr copyData dst createRendering
FieldName,prevTransY,trans,translate,float JSVGComponentListener getTranslateY currTransY at dispatchScroll
MethodName,writeXml,xml,extensible markup language,void XmlWriter text trimWS out escaped
VariableName,srcR,r,rectangle,Rectangle DynamicRenderer getBounds rootCR repaint
ParameterName,sz,sz,size,int nsz assureSize size numGG
ParameterName,n,n,node,Appends a node to the list;Node table size append node
ParameterName,aal,aal,animated attribute listener,Removes an link AnimatedAttributeListener from this document;AnimatedAttributeListener removeAnimatedAttributeListener animatedAttributeListener
MethodName,testDIConfig,di,distributed,void Bootique_ConfigurationIT
ParameterName,resp,resp,response,HttpServletResponse doGet
VariableName,b,b,bean,TestOverrideValueArrayBean Bootique_Configuration_VarsIT getInstance config ConfigurationFactory TestOverrideValueArrayBean runtime testOverrideValueArray
VariableName,sb,sb,string builder,StringBuilder DecimalUtils StringBuilder append append seconds toDecimal
VariableName,d,d,duration,Duration DurationValueYamlDeserializerIT deserialize Duration testDeserialization_AsString
